countryname,coderyear,country,eumember,party,partyname,parfam,testresult,pervote,voteest,presvote,absseat,totseats,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,id_perm,iso2c,iso3c,SL.UEM.TOTL.ZS,SI.POV.GINI,NY.GDP.PCAP.PP.KD,SM.POP.NETM,E035,E036,E037,E038,G034,G035,G036,G038,G040,G041,G043
France,1982,31,10,31421,Radical Socialist Party,40,,6.67,1.0,,23.0,470.0,0.0,0.0,0.0,0.0,0.0,3.4,6.8,6.8,0.0,0.0,0.0,3.4,5.100000000000001,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,5.100000000000001,3.4,0.0,0.0,3.4,0.0,0.0,0.0,3.4,1.7,1.7,0.0,0.0,0.0,0.0,5.100000000000001,6.8,8.5,0.0,1.7,0.0,0.0,5.100000000000001,0.0,6.8,0.0,0.0,0.0,0.0,5.100000000000001,0.0,1.7,3.4,1.7,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.5,10.2,0.0,15.3,10.2,K4QGKT,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31522,Progress and Modern Democracy,50,,10.471,0.0,,26.0,470.0,0.0,0.0,0.0,12.5,0.0,2.1,2.1,8.3,4.2,0.0,0.0,4.2,4.2,4.2,0.0,0.0,0.0,2.1,0.0,4.2,0.0,2.1,0.0,0.0,0.0,0.0,0.0,8.3,0.0,6.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.1,0.0,0.0,0.0,6.3,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,4.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,0.0,0.0,6.3,4.2,RY1C5C,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31621,Union for the Defence of the Republic - Gaullists,60,,38.029,0.0,,282.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,7.8,5.9,9.8,0.0,0.0,0.0,0.0,0.0,13.7,0.0,3.9,3.9,5.9,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,5.9,0.0,11.8,0.0,3.9,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,9.8,0.0,7.8,0.0,W3ZSDK,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31220,French Communist Party,20,,21.41,0.0,,73.0,473.0,0.0,0.0,0.0,1.2,2.5,0.0,3.3,0.0,0.0,3.3,2.1,1.7,7.4,0.4,2.1,0.8,0.0,0.0,0.8,0.8,0.0,0.0,5.8,1.7,0.0,0.0,0.4,1.7,0.8,0.8,1.2,3.7,4.1,0.4,0.0,0.0,1.2,2.1,6.600000000000001,5.0,0.0,2.1,0.0,0.0,4.1,1.2,0.0,1.7,0.0,0.0,1.7,6.2,0.0,4.1,2.1,6.600000000000001,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.4,11.2,0.4,11.6,3.3,WSAIC8,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31320,Socialist Party,30,,19.103,0.0,,89.0,473.0,0.0,0.4,0.8,0.8,0.0,2.4,2.4,1.6,2.0,0.0,0.4,4.1,11.8,1.6,2.4,4.1,0.0,0.0,1.6,0.4,0.4,1.2,3.7,4.1,0.0,0.4,0.0,1.2,0.8,0.8,2.8,4.9,2.0,0.0,0.0,0.0,1.2,0.0,6.9,4.9,0.0,6.100000000000001,0.0,0.0,4.9,0.0,0.0,0.0,0.0,3.3,0.0,4.1,0.0,2.0,1.2,2.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.5,12.7,0.4,11.8,5.600000000000001,GOD6K1,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31529,Reformers’ Movement,50,,13.3,0.0,,30.0,473.0,0.0,1.8,0.0,0.0,0.0,0.9,0.0,1.8,11.7,0.0,0.0,3.6,3.6,0.0,0.0,11.7,0.0,1.8,0.0,0.0,1.8,4.5,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0.0,8.1,0.0,0.0,0.9,0.0,0.0,1.8,0.9,9.0,7.2,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,3.6,0.0,5.4,1.8,1.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.7,3.6,2.7,16.2,0.9,TKKBCN,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31621,Union of Democrats for the Republic - Gaullists,60,,25.966,0.0,,178.0,473.0,0.0,0.0,0.0,0.0,2.4,0.0,1.6,1.6,0.0,2.4,0.0,5.5,6.3,2.4,0.0,1.6,0.0,1.6,0.0,8.700000000000001,1.6,3.1,1.6,0.8,0.0,0.0,0.0,3.1,0.0,5.5,4.7,0.0,0.0,1.6,0.0,0.0,2.4,3.1,5.5,4.7,0.0,3.1,0.0,4.7,0.0,0.0,0.0,2.4,0.0,0.0,0.0,3.1,0.0,5.5,2.4,1.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,2.4,3.2,10.2,1.6,N4LWT4,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31220,French Communist Party,20,,20.612,0.0,,86.0,474.0,0.0,0.0,0.0,1.6,2.0,0.4,3.5,0.0,0.0,3.9,1.6,2.0,3.1,0.0,2.8,0.8,0.0,0.8,2.0,1.2,0.0,0.0,4.7,3.9,0.0,0.0,0.0,1.6,1.6,1.2,2.4,7.9,3.1,0.0,0.0,0.0,1.6,1.6,8.700000000000001,4.7,0.0,3.9,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.8,8.3,0.0,3.1,1.6,5.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.9,16.5,0.0,13.4,3.9,OPHBEQ,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31320,Socialist Party,30,,22.789,0.0,,102.0,474.0,0.0,0.8,0.0,1.2,0.0,2.4,3.2,0.0,2.4,0.0,0.8,5.600000000000001,10.8,0.8,2.0,3.2,0.0,0.8,0.8,0.4,1.6,1.2,4.0,4.8,0.0,0.8,0.0,1.6,0.8,0.8,2.4,4.8,2.4,0.4,0.0,0.0,1.6,1.6,6.4,5.2,0.0,5.600000000000001,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.2,0.4,4.0,0.0,1.6,1.6,2.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.2,13.6,2.0,11.6,5.600000000000001,COQLPG,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31621,Rally for the Republic - Gaullists,60,,22.835,0.0,,142.0,474.0,0.0,2.7,0.0,0.7000000000000001,4.1,0.0,2.7,0.7000000000000001,1.4,4.1,1.4,6.8,3.4,3.4,0.0,0.0,0.0,0.7000000000000001,0.0,2.7,4.1,3.4,2.7,2.7,0.0,0.0,1.4,4.8,0.0,1.4,0.0,0.0,0.0,2.7,0.0,0.0,0.7000000000000001,1.4,5.5,4.1,0.0,2.7,0.0,2.7,0.0,2.7,0.0,2.1,4.1,0.0,1.4,1.4,0.0,2.7,2.7,2.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,5.4,6.8,9.6,2.7,ACCFCA,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31220,French Communist Party,20,,16.126,0.0,,43.0,474.0,0.0,1.2,1.2,0.0,0.0,1.2,3.6,1.2,0.0,0.0,0.0,2.4,7.100000000000001,0.0,0.0,2.4,0.0,1.2,1.2,1.2,0.0,4.8,3.6,0.0,0.0,3.6,0.0,1.2,2.4,1.2,2.4,6.0,6.0,0.0,0.0,0.0,1.2,2.4,10.7,3.6,0.0,2.4,0.0,2.4,0.0,0.0,0.0,1.2,0.0,0.0,0.0,6.0,0.0,2.4,2.4,3.6,7.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.3,9.6,0.0,14.3,6.0,1U5ZLH,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31320,Socialist Party,30,,36.57,0.0,,268.0,474.0,0.0,2.6,0.0,1.7,0.9,2.6,2.6,2.6,2.6,1.7,0.0,4.3,6.100000000000001,0.0,7.0,8.700000000000001,0.0,0.0,0.0,0.0,0.0,0.9,3.5,0.9,0.0,0.0,0.0,0.9,1.7,1.7,0.9,0.9,5.2,0.0,0.0,0.0,0.0,7.8,5.2,2.6,0.0,3.5,0.0,0.0,4.3,0.0,2.6,0.0,0.0,1.7,0.0,1.7,0.0,1.7,0.9,5.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.8,5.3,0.0,7.8,5.2,5X7KN1,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31621,Union for a New Majority - Gaullists/Conservatives,60,,21.242,0.0,,80.0,474.0,0.0,1.8,0.0,0.0,2.7,0.0,0.0,0.9,0.0,0.0,0.0,6.3,5.4,0.9,0.0,1.8,0.0,0.9,0.0,1.8,6.3,4.5,0.0,0.0,0.0,0.0,0.9,4.5,0.9,4.5,2.7,0.0,0.0,4.5,0.0,0.0,0.9,1.8,6.3,10.7,0.0,4.5,0.0,3.6,0.0,0.0,0.0,0.9,5.4,1.8,0.0,0.9,0.0,4.5,2.7,0.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,0.0,10.8,17.0,0.0,H4G9AE,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1982,31,10,31622,Union for a New Majority - Conservatives/Gaullists,60,,2.72,0.0,,10.0,474.0,0.0,1.8,0.0,0.0,2.7,0.0,0.0,0.9,0.0,0.0,0.0,6.3,5.4,0.9,0.0,1.8,0.0,0.9,0.0,1.8,6.3,4.5,0.0,0.0,0.0,0.0,0.9,4.5,0.9,4.5,2.7,0.0,0.0,4.5,0.0,0.0,0.9,1.8,6.3,10.7,0.0,4.5,0.0,3.6,0.0,0.0,0.0,0.9,5.4,1.8,0.0,0.9,0.0,4.5,2.7,0.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,0.0,10.8,17.0,0.0,BY3C7A,FR,FRA,,,,55023.0,,,,,,,,,,,
France,1989,31,10,31220,French Communist Party,20,,9.688,0.0,,32.0,556.0,0.0,0.0,0.8,0.0,0.0,0.8,2.5,4.2,0.0,0.8,0.8,4.2,5.9,0.0,1.7,1.7,0.0,0.8,1.7,0.0,0.0,4.2,2.5,0.8,0.0,1.7,0.0,4.2,1.7,0.8,1.7,6.7,1.7,0.0,0.0,0.0,0.8,1.7,12.6,5.9,0.0,3.4,0.0,0.8,0.0,0.0,0.8,2.5,2.5,2.5,0.0,4.2,0.0,1.7,1.7,1.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.1,10.0,0.0,18.5,4.1,FILZYU,FR,FRA,,,,21768.0,,,,,,,,,,,
France,1989,31,10,31320,Socialist Party,30,,31.299,0.0,,198.0,556.0,0.0,2.4,0.0,0.0,2.4,0.0,2.4,3.7,4.9,0.0,0.0,9.8,3.7,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0,0.0,0.0,2.4,0.0,6.100000000000001,3.7,1.2,3.7,0.0,0.0,0.0,1.2,1.2,12.2,6.100000000000001,0.0,3.7,0.0,1.2,0.0,0.0,0.0,2.4,4.9,1.2,0.0,2.4,0.0,0.0,1.2,1.2,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6,6.0,0.0,18.3,2.4,766UB8,FR,FRA,,,,21768.0,,,,,,,,,,,
France,1989,31,10,31621,Union for a New Majority - Gaullists/Conservatives,60,,26.843,0.0,,146.0,556.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.3,3.8,0.0,0.0,7.600000000000001,1.3,0.0,1.3,2.5,0.0,0.0,0.0,1.3,12.7,5.100000000000001,1.3,0.0,0.0,0.0,0.0,3.8,0.0,2.5,6.3,0.0,0.0,7.600000000000001,0.0,0.0,1.3,2.5,2.5,3.8,0.0,2.5,0.0,3.8,0.0,1.3,0.0,6.3,2.5,2.5,0.0,0.0,0.0,1.3,1.3,1.3,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,1.3,20.3,6.3,0.0,BDKP6Q,FR,FRA,,,,21768.0,,,,,,,,,,,
France,1989,31,10,31720,National Front,70,,9.828,0.0,,35.0,556.0,29.104,0.746,0.299,0.0,2.687,0.0,0.0,2.09,2.239,0.448,0.896,2.687,1.642,0.448,0.0,2.388,0.149,4.776,1.194,1.94,7.91,0.746,0.0,0.0,0.0,0.299,0.299,0.746,0.0,0.448,0.896,0.0,0.0,0.0,0.0,0.0,1.493,1.343,0.746,0.0,1.194,1.343,0.299,4.627,0.896,8.06,0.0,4.179,1.493,0.0,4.03,1.642,1.045,0.299,0.597,0.0,1.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.254,0.0,7.91,0.746,0.299,CG98N6,FR,FRA,,,,21768.0,,,,,,,,,,,
France,1989,31,10,31220,French Communist Party,20,,11.175,0.0,,24.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.8,0.0,0.0,0.0,3.6,3.6,0.0,1.8,1.8,0.0,1.8,1.8,0.0,0.0,3.6,3.6,0.0,0.0,3.6,0.0,1.8,1.8,0.0,1.8,3.6,1.8,0.0,0.0,0.0,1.8,1.8,9.1,3.6,0.0,3.6,0.0,1.8,0.0,1.8,0.0,5.5,1.8,5.5,0.0,9.1,0.0,3.6,1.8,1.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.8,7.2,0.0,12.7,3.6,UO1X6N,FR,FRA,,,,21768.0,,,,,,,,,,,
France,1989,31,10,31320,Socialist Party,30,,36.557,0.0,,260.0,555.0,0.0,1.7,0.0,0.0,1.7,0.0,3.4,1.7,5.100000000000001,0.0,0.0,3.4,5.9,0.8,0.0,2.5,0.0,1.7,0.0,0.0,0.8,4.2,1.7,1.7,0.0,0.0,0.0,2.5,0.0,4.2,2.5,0.8,1.7,0.8,0.0,0.0,1.7,2.5,12.7,5.9,0.0,5.9,0.0,1.7,0.0,0.0,0.0,0.0,3.4,1.7,0.0,1.7,0.0,1.7,4.2,5.100000000000001,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.6,4.2,1.6,18.6,3.4,QDRHHB,FR,FRA,,,,21768.0,,,,,,,,,,,
France,1989,31,10,31621,Union for a New Majority - Gaullists/Conservatives,60,,19.076,0.0,,123.0,555.0,0.0,2.1,0.0,0.0,2.1,0.0,2.1,0.0,10.6,0.0,0.0,4.3,2.1,4.3,0.0,2.1,0.0,0.0,0.0,0.0,10.6,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,2.1,2.1,0.0,0.0,4.3,0.0,0.0,0.0,0.0,6.4,8.5,0.0,4.3,0.0,0.0,0.0,2.1,0.0,0.0,8.5,0.0,0.0,0.0,0.0,4.3,0.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,0.0,14.9,14.9,2.1,HVYKAL,FR,FRA,,,,21768.0,,,,,,,,,,,
France,1994,31,10,31110,The Greens,10,,7.84,0.0,,0.0,577.0,15.385,0.0,0.0,1.538,0.0,1.538,1.538,4.615,0.0,0.0,0.0,3.077,4.615,0.0,0.0,4.615,0.0,0.0,0.0,0.0,1.538,3.077,6.154,0.0,0.0,0.0,0.0,1.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.385,3.077,6.154,7.692,0.0,4.615,0.0,0.0,1.538,0.0,0.0,0.0,0.0,0.0,0.0,1.538,0.0,3.077,3.077,0.0,4.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.154,6.154,1.538,13.846,3.077,IJNKNR,FR,FRA,12.59,,34576.319428202,4295.0,,,,,,,,,,,
