countryname,iso2c,iso3c,coderyear,SL.UEM.TOTL.ZS,SI.POV.GINI,NY.GDP.MKTP.KD.ZG,SM.POP.NETM,country,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,coderid,manual,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
Germany,DE,DEU,1990,,,5.25500608278011,479954.0,41.0,10.0,10.0,02/12/1990,199012.0,41420.0,Free Democratic Party,FDP,40.0,108.0,999.0,0.999,,11.032,0.0,,79.0,662.0,1.0,10.0,,687.0,0.0,0.291,0.0,0.0,1.31,2.475,1.164,3.202,3.348,0.146,0.0,4.803,0.146,1.019,0.0,0.728,0.582,3.348,0.0,0.582,8.297,3.202,1.892,0.0,0.0,0.0,0.146,0.146,0.0,0.146,11.936,0.0,0.0,0.146,0.0,0.0,12.809,3.639,3.202,6.114,1.456,4.367,0.0,0.0,0.0,1.019,2.183,0.291,0.291,0.437,0.0,1.31,0.0,3.493,0.291,1.892,8.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.892,1.892,8.443,9.316,3.639,2022a,8TEGUO
Germany,DE,DEU,1990,,,5.25500608278011,479954.0,41.0,10.0,10.0,02/12/1990,199012.0,41521.0,Christian Democratic Union/Christian Social Union,CDU/CSU,50.0,108.0,999.0,0.999,,43.821,0.0,,319.0,662.0,1.0,10.0,,152.0,0.0,0.658,0.0,0.0,0.658,1.316,1.316,7.895,5.263,0.0,0.0,0.658,1.316,2.632,0.0,0.0,0.0,0.0,1.316,0.658,1.316,0.658,3.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.158,0.0,0.0,0.0,0.0,0.0,13.158,1.974,0.658,11.184,0.0,1.974,0.0,1.316,0.0,6.579,0.0,3.947,1.974,0.0,0.0,1.316,0.0,3.947,1.316,0.0,7.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.868,3.947,1.316,11.842,2.632,2022a,QYU47L
Germany,DE,DEU,1991,5.32,29.5,5.10826152190214,482849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,1992,6.32,29.0,1.923076559054,470043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,1993,7.68,28.5,-0.976849818160517,441211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,1994,8.73,29.2,2.39189207051331,394809.0,41.0,10.0,10.0,16/10/1994,199410.0,41113.0,Alliance‘90/Greens,90/Greens,10.0,108.0,999.0,0.999,,7.27,0.0,,49.0,672.0,1.0,10.0,,684.0,0.0,0.0,0.0,0.146,0.0,3.801,1.17,5.409,1.023,0.0,0.0,3.655,4.094,0.146,0.0,0.731,0.0,0.877,0.146,3.363,0.0,0.0,3.509,0.0,0.146,0.0,0.0,2.047,0.0,0.0,3.216,0.0,0.0,0.146,0.146,1.462,18.86,2.778,6.725000000000001,6.433,0.0,2.339,0.0,0.0,0.292,0.0,2.632,2.047,0.731,1.023,0.0,3.509,0.0,2.485,0.0,7.602,7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.322,3.509,0.146,13.158,4.971,2022a,2QWGO8
Germany,DE,DEU,1994,8.73,29.2,2.39189207051331,394809.0,41.0,10.0,10.0,16/10/1994,199410.0,41221.0,Party of Democratic Socialism,PDS,20.0,108.0,999.0,0.999,,4.386,0.0,,30.0,672.0,1.0,10.0,,289.0,0.0,0.0,0.0,0.0,0.0,4.152,1.73,3.806,0.346,0.0,0.0,3.46,5.882000000000001,0.0,0.346,2.768,0.0,1.384,0.0,1.384,0.0,1.384,1.038,0.0,0.0,0.0,0.0,0.6920000000000001,0.0,0.0,4.498,0.0,0.0,0.346,0.6920000000000001,0.0,4.844,3.114,4.844,8.304,0.0,4.844,0.0,0.0,0.6920000000000001,0.6920000000000001,2.076,2.422,0.346,0.346,0.0,8.304,0.0,3.114,0.346,6.228,15.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.028,1.038,0.346,13.149,5.882000000000001,2022a,JZ8TKO
Germany,DE,DEU,1994,8.73,29.2,2.39189207051331,394809.0,41.0,10.0,10.0,16/10/1994,199410.0,41320.0,Social Democratic Party of Germany,SPD,30.0,108.0,999.0,0.999,,36.387,0.0,,252.0,672.0,1.0,10.0,,303.0,0.0,0.66,0.0,0.0,0.66,0.66,0.33,3.63,2.97,0.0,0.0,0.66,1.65,0.33,0.0,0.66,0.0,3.3,0.0,1.98,0.0,2.64,4.62,0.0,0.0,0.0,0.33,3.96,0.0,0.0,9.901,0.0,0.0,0.66,0.0,0.0,15.512,2.64,6.601,11.221,0.0,0.99,0.0,0.33,0.0,0.33,0.33,3.63,0.0,0.33,0.0,6.601,0.0,2.64,0.33,0.33,8.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.152,4.62,0.66,17.822,0.99,2022a,VCU6UU
Germany,DE,DEU,1994,8.73,29.2,2.39189207051331,394809.0,41.0,10.0,10.0,16/10/1994,199410.0,41420.0,Free Democratic Party,FDP,40.0,108.0,999.0,0.999,,6.917,0.0,,47.0,672.0,1.0,10.0,,905.0,0.0,0.221,0.0,0.0,2.541,1.105,1.105,3.204,5.193000000000001,0.0,0.11,1.657,1.105,0.773,0.0,1.768,0.0,10.497,0.0,0.0,2.983,3.204,3.646,0.0,0.0,0.0,0.442,0.442,0.0,0.11,11.381,0.0,0.0,0.884,0.0,0.11,10.829,4.751,2.873,1.326,3.204,4.42,0.0,0.0,0.0,0.0,2.431,3.978,0.11,0.0,0.0,2.21,0.11,1.768,0.884,2.541,6.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.657,3.646,3.867,4.199,2.21,2022a,SEPZSX
Germany,DE,DEU,1994,8.73,29.2,2.39189207051331,394809.0,41.0,10.0,10.0,16/10/1994,199410.0,41521.0,Christian Democratic Union/Christian Social Union,CDU/CSU,50.0,108.0,999.0,0.999,,41.44,0.0,,294.0,672.0,1.0,10.0,,276.0,0.0,1.087,0.0,0.0,1.812,0.0,0.0,2.536,5.072,0.0,0.0,0.0,0.0,0.362,0.0,0.0,0.0,2.899,0.0,0.725,1.449,7.609,5.797,0.0,0.0,0.0,0.0,2.899,0.0,1.087,9.42,0.0,0.0,0.725,0.0,0.0,7.246,0.0,1.087,1.812,1.087,1.087,0.362,1.449,0.0,6.884,0.0,15.217,3.986,0.0,0.0,3.261,0.0,5.435,0.725,0.725,6.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.812,5.797,2.174,2.899,0.0,2022a,JEK4K5
Germany,DE,DEU,1995,8.16,28.7,1.54414649556445,330244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,1996,8.82,28.0,0.80582289149001,246097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,1997,9.86,28.3,1.79216082094591,178604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,1998,9.79,28.1,2.01393278519326,125369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,1999,8.85,29.0,1.88726115399444,86982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2000,7.92,28.8,2.91250296366708,60905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2001,7.77,29.9,1.68146848097079,48500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2002,8.48,29.9,-0.197973834771361,45985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2003,9.78,29.9,-0.700116686114356,54381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2004,10.73,30.2,1.17508813160987,73107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2005,11.17,31.6,0.731707163554191,102694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2006,10.25,31.0,3.816441912988,145046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2007,8.66,31.1,2.97645513131597,180746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DE,DEU,2008,7.52,30.9,0.95987913356484,211709.0,41.0,10.0,10.0,18/09/2005,200509.0,41113.0,Alliance‘90/Greens,90/Greens,10.0,805.0,2.0,,,8.117,0.0,,51.0,614.0,1.0,30.0,2022-1,1867.0,0.214,0.0,0.0,0.161,0.054,1.553,1.071,4.606,3.214,0.0,0.321,6.32,2.946,0.054,0.054,0.911,0.375,6.963,0.321,4.66,0.375,0.482,5.356,0.589,0.214,0.0,0.107,4.767,0.0,0.268,3.696,0.107,0.107,1.339,0.0,0.803,9.106,1.875,12.48,5.249,0.268,3.107,0.0,0.054,0.214,0.589,0.321,1.553,2.196,1.553,0.0,3.642,0.0,0.75,0.107,1.607,3.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.445,6.052,1.714,17.729,2.625,2022a,BY6HCR
Germany,DE,DEU,2008,7.52,30.9,0.95987913356484,211709.0,41.0,10.0,10.0,18/09/2005,200509.0,41222.0,The Left. Party of Democratic Socialism,L-PDS,20.0,805.0,2.0,,,8.709,0.0,,54.0,614.0,1.0,30.0,2022-1,573.0,0.175,0.0,0.175,0.0,0.0,3.665,1.047,1.92,2.792,0.0,1.396,2.443,7.33,0.349,0.175,1.571,0.6980000000000001,4.188,0.175,3.839,0.0,1.047,2.967,1.571,0.175,0.0,0.0,2.094,1.92,0.0,3.665,1.222,1.222,0.0,0.0,0.524,6.457,2.094,12.565,8.028,0.0,5.061,0.0,0.0,0.873,0.349,0.175,1.222,1.222,0.524,0.0,7.679,0.0,0.524,0.175,2.094,2.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.239,5.759,0.0,20.593,4.887,2022a,SUKWM1
Germany,DE,DEU,2008,7.52,30.9,0.95987913356484,211709.0,41.0,10.0,10.0,18/09/2005,200509.0,41320.0,Social Democratic Party of Germany,SPD,30.0,805.0,2.0,,,34.247,0.0,,222.0,614.0,1.0,30.0,2022-1,882.0,0.227,0.0,0.0,0.0,0.34,0.5670000000000001,2.268,2.721,2.381,0.0,0.454,1.02,2.268,0.0,0.0,0.794,0.34,5.102,0.227,8.05,0.907,1.814,3.855,1.361,1.587,0.0,0.0,3.741,0.0,3.401,7.71,0.113,0.0,2.948,0.0,0.0,4.308,2.948,11.111,2.381,0.34,4.082,0.0,1.474,0.34,1.927,0.34,2.041,2.608,0.113,0.34,6.009,0.34,1.02,0.0,1.134,2.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.154,5.329,3.855,13.492,2.834,2022a,QS8NZZ
Germany,DE,DEU,2008,7.52,30.9,0.95987913356484,211709.0,41.0,10.0,10.0,18/09/2005,200509.0,41420.0,Free Democratic Party,FDP,40.0,805.0,2.0,,,9.829,0.0,,61.0,614.0,1.0,30.0,2022-1,1419.0,1.198,0.493,0.0,0.0,1.057,0.634,0.846,3.453,4.087,0.07,1.268,8.809000000000001,1.973,0.282,0.0,0.5640000000000001,0.211,10.359,0.0,3.242,7.047,1.621,3.594,0.211,0.0,0.0,0.423,4.792,0.0,1.198,6.413,0.0,0.07,5.638,0.0,0.07,2.607,2.396,5.144,1.409,0.705,3.735,0.141,0.493,0.211,1.339,0.282,1.55,1.903,0.5640000000000001,0.211,1.268,1.339,0.987,0.282,0.916,2.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.913,3.805,12.685,6.554,1.48,2022a,RXU17K
Germany,DE,DEU,2008,7.52,30.9,0.95987913356484,211709.0,41.0,10.0,10.0,18/09/2005,200509.0,41521.0,Christian Democratic Union/Christian Social Union,CDU/CSU,50.0,805.0,2.0,,,35.17,0.0,,226.0,614.0,1.0,30.0,2022-1,777.0,0.515,0.772,0.0,0.0,1.802,0.129,0.129,2.445,2.445,0.0,2.445,0.644,0.515,0.0,0.0,1.158,0.515,13.771,0.0,9.91,5.792,2.96,3.475,0.257,0.644,0.0,0.0,6.049,0.0,1.931,5.534,0.0,0.0,5.277,0.0,0.129,2.96,1.03,3.475,1.802,0.257,0.901,0.0,1.802,0.0,5.534,0.129,2.445,2.188,0.129,0.772,3.346,0.644,1.287,0.129,0.772,1.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.611,3.732,11.068,5.277,0.257,2022a,5RNOTM
Germany,DE,DEU,2009,7.74,30.5,-5.69383633640285,240968.0,41.0,10.0,10.0,27/09/2009,200909.0,41113.0,Alliance‘90/Greens,90/Greens,10.0,805.0,2.0,,,10.706,0.0,,68.0,622.0,1.0,30.0,2022-1,3596.0,0.25,0.083,0.0,0.0,0.111,1.307,1.168,4.839,2.642,0.0,0.167,7.175,4.255,0.111,0.0,1.168,0.306,4.227,0.334,4.505,0.195,0.556,6.702,0.278,0.028,0.139,0.028,3.532,0.25,0.028,4.505,0.417,0.501,0.584,0.056,1.057,10.651,2.836,12.069,3.087,0.056,4.004,0.0,0.056,0.195,0.584,0.6950000000000001,0.973,1.279,1.001,0.0,3.087,0.028,0.6950000000000001,0.0,3.254,3.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.571,7.397,0.779,15.156,2.475,2022a,3DAF1R
Germany,DE,DEU,2009,7.74,30.5,-5.69383633640285,240968.0,41.0,10.0,10.0,27/09/2009,200909.0,41223.0,The Left,LINKE,20.0,805.0,2.0,,,11.888,0.0,,76.0,622.0,1.0,30.0,2022-1,1664.0,0.0,0.24,0.12,0.18,0.0,2.224,1.382,5.048,1.022,0.06,0.962,3.966,5.409,0.661,0.0,1.202,0.12,0.601,0.18,4.387,0.0,0.421,5.649,0.0,0.0,0.3,0.0,3.486,0.421,0.06,3.666,1.262,2.704,0.06,0.361,0.3,5.529,2.524,19.231,4.327,0.0,3.065,0.0,0.0,0.962,0.361,0.962,1.202,1.202,0.781,0.0,5.228,0.0,0.361,0.3,3.966,3.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.519,6.911,0.06,23.558,3.726,2022a,9KKTRW
Germany,DE,DEU,2009,7.74,30.5,-5.69383633640285,240968.0,41.0,10.0,10.0,27/09/2009,200909.0,41320.0,Social Democratic Party of Germany,SPD,30.0,805.0,2.0,,,23.035,0.0,,146.0,622.0,1.0,30.0,2022-1,2208.0,0.362,0.408,0.045,0.0,0.408,1.042,0.77,4.212,3.306,0.0,0.136,2.853,3.442,0.453,0.0,0.362,0.226,3.034,0.045,2.989,0.77,0.589,9.239,0.725,0.589,0.0,0.136,4.937,0.181,0.634,7.156000000000001,0.272,0.543,0.543,0.0,0.181,5.254,2.627,13.27,2.717,0.045,5.072,0.0,0.226,0.453,1.178,0.136,3.487,2.491,1.178,0.0,6.431,0.0,0.317,0.136,2.219,2.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.297,10.236,1.313,15.987,1.857,2022a,4BCI6N
