"country","iso2c","iso3c","year","SL.UEM.TOTL.ZS","SI.POV.GINI","NY.GDP.PCAP.PP.KD","SM.POP.NETM"
"Denmark","DK","DNK",1988,NA,NA,NA,6443
"Denmark","DK","DNK",1989,NA,NA,NA,7849
"Denmark","DK","DNK",1990,NA,NA,39027.9787365148,9449
"Denmark","DK","DNK",1991,9.1,NA,39469.3228084159,10812
"Denmark","DK","DNK",1992,9.03,24.7,40108.8919453015,11990
"Denmark","DK","DNK",1993,10.72,NA,39979.7573849561,13011
"Denmark","DK","DNK",1994,8.04,NA,41969.6887111547,13723
"Denmark","DK","DNK",1995,6.99,23,43015.6775097607,14157
"Denmark","DK","DNK",1996,6.84,NA,44013.3855851544,14394
"Denmark","DK","DNK",1997,5.4,NA,45260.1371186812,14313
"Denmark","DK","DNK",1998,5.04,NA,46096.3697234041,13972
"Denmark","DK","DNK",1999,5.14,NA,47298.5373518437,13391
"Denmark","DK","DNK",2000,4.48,23.8,48907.0114021027,12536
"Denmark","DK","DNK",2001,4.16,NA,49133.2231026505,11934
"Denmark","DK","DNK",2002,4.27,NA,49204.8990055345,11518
"Denmark","DK","DNK",2003,5.4,25.6,49262.6449732556,11337
"Denmark","DK","DNK",2004,5.2,24.9,50446.5416048985,11366
"Denmark","DK","DNK",2005,4.83,25.2,51483.273786293,11693
"Denmark","DK","DNK",2006,3.9,25.9,53322.2889991783,12217
"Denmark","DK","DNK",2007,3.8,26.2,53569.0280238008,13067
"Denmark","DK","DNK",2008,3.68,25.2,52982.5317373493,14111
"Denmark","DK","DNK",2009,6.41,26.7,50114.0500523227,15469
"Denmark","DK","DNK",2010,7.75,27.2,50825.4122929358,17037
"Denmark","DK","DNK",2011,7.77,27.3,51293.2061782002,18519
"Denmark","DK","DNK",2012,7.8,27.8,51216.309409926,19732
"Denmark","DK","DNK",2013,7.38,28.5,51479.2664533017,20779
"Denmark","DK","DNK",2014,6.93,28.4,52048.3354927846,21670
"Denmark","DK","DNK",2015,6.28,28.2,52892.6460290247,22368
"Denmark","DK","DNK",2016,5.99,28.2,54185.0084787703,22859
"Denmark","DK","DNK",2017,5.83,28.7,55356.680780178,23188
"Denmark","DK","DNK",2018,5.13,28.2,56178.7746299825,23337
"Denmark","DK","DNK",2019,5.02,27.7,56813.9641554635,23305
"Denmark","DK","DNK",2020,5.64,27.5,55518.5971009156,23076
"Denmark","DK","DNK",2021,5.06,NA,57962.6540943813,22746
"Denmark","DK","DNK",2022,4.172,NA,NA,19999
"France","FR","FRA",1960,NA,NA,NA,160864
"France","FR","FRA",1961,NA,NA,NA,177923
"France","FR","FRA",1962,NA,NA,NA,189952
"France","FR","FRA",1963,NA,NA,NA,198822
"France","FR","FRA",1964,NA,NA,NA,203089
"France","FR","FRA",1965,NA,NA,NA,202497
"France","FR","FRA",1966,NA,NA,NA,197365
"France","FR","FRA",1967,NA,NA,NA,188179
"France","FR","FRA",1968,NA,NA,NA,175643
"France","FR","FRA",1969,NA,NA,NA,157646
"France","FR","FRA",1970,NA,37.1,NA,135988
"France","FR","FRA",1971,NA,NA,NA,115636
"France","FR","FRA",1972,NA,NA,NA,97770
"France","FR","FRA",1973,NA,NA,NA,82273
"France","FR","FRA",1974,NA,NA,NA,70036
"France","FR","FRA",1975,NA,35.9,NA,60976
"France","FR","FRA",1976,NA,NA,NA,54481
"France","FR","FRA",1977,NA,NA,NA,50700
"France","FR","FRA",1978,NA,NA,NA,48194
"France","FR","FRA",1979,NA,34,NA,49639
"France","FR","FRA",1980,NA,NA,NA,53403
"France","FR","FRA",1981,NA,NA,NA,54535
"France","FR","FRA",1982,NA,NA,NA,55023
"France","FR","FRA",1983,NA,NA,NA,54930
"France","FR","FRA",1984,NA,33.4,NA,53502
"France","FR","FRA",1985,NA,NA,NA,50391
"France","FR","FRA",1986,NA,NA,NA,44525
"France","FR","FRA",1987,NA,NA,NA,37864
"France","FR","FRA",1988,NA,NA,NA,30843
"France","FR","FRA",1989,NA,NA,NA,21768
"France","FR","FRA",1990,NA,32.1,33843.0203949502,11404
"France","FR","FRA",1991,9.13,NA,33898.2340398527,4385
"France","FR","FRA",1992,10.2,NA,34269.2834434525,740
"France","FR","FRA",1993,11.32,NA,33906.2218602936,235
"France","FR","FRA",1994,12.59,NA,34576.319428202,4295
"France","FR","FRA",1995,11.83,NA,35176.6221101421,11505
"France","FR","FRA",1996,12.37,32,35546.5832844174,23046
"France","FR","FRA",1997,12.57,31.9,36247.6042941415,37822
"France","FR","FRA",1998,12.07,31.7,37409.3954906364,56608
"France","FR","FRA",1999,11.98,32.5,38490.040182087,77667
"France","FR","FRA",2000,10.22,32.6,39726.4884007159,102857
"France","FR","FRA",2001,8.61,32.5,40220.1008603728,122247
"France","FR","FRA",2002,8.7,31.8,40381.4595325319,137513
"France","FR","FRA",2003,8.31,31.4,40425.6380520509,148696
"France","FR","FRA",2004,8.91,30.6,41265.1269211355,154947
"France","FR","FRA",2005,8.49,29.8,41638.0317796772,155943
"France","FR","FRA",2006,8.45,29.7,42362.985412525,151814
"France","FR","FRA",2007,7.66,32.4,43123.5011328544,142170
"France","FR","FRA",2008,7.06,33,42993.0595165288,128627
"France","FR","FRA",2009,8.74,32.7,41544.0226065122,108940
"France","FR","FRA",2010,8.87,33.7,42145.6819456785,86355
"France","FR","FRA",2011,8.81,33.3,42862.415796739,65188
"France","FR","FRA",2012,9.4,33.1,42789.0519131717,49080
"France","FR","FRA",2013,9.92,32.5,42813.9335350732,36552
"France","FR","FRA",2014,10.29,32.3,43021.3946358903,26585
"France","FR","FRA",2015,10.35,32.7,43345.7864281559,18807
"France","FR","FRA",2016,10.05,31.9,43705.1475593257,14729
"France","FR","FRA",2017,9.41,31.6,44577.0645745394,13175
"France","FR","FRA",2018,9.02,32.4,45245.9608684875,14391
"France","FR","FRA",2019,8.41,31.2,45922.7947390313,17403
"France","FR","FRA",2020,8.01,30.7,42233.1396001127,18335
"France","FR","FRA",2021,7.86,NA,44993.1259455262,20614
"France","FR","FRA",2022,7.445,NA,NA,66601
"Germany","DE","DEU",1960,NA,NA,NA,100380
"Germany","DE","DEU",1961,NA,NA,NA,121350
"Germany","DE","DEU",1962,NA,NA,NA,137698
"Germany","DE","DEU",1963,NA,NA,NA,152170
"Germany","DE","DEU",1964,NA,NA,NA,162533
"Germany","DE","DEU",1965,NA,NA,NA,170903
"Germany","DE","DEU",1966,NA,NA,NA,176562
"Germany","DE","DEU",1967,NA,NA,NA,178457
"Germany","DE","DEU",1968,NA,NA,NA,178954
"Germany","DE","DEU",1969,NA,NA,NA,175007
"Germany","DE","DEU",1970,NA,NA,NA,168468
"Germany","DE","DEU",1971,NA,NA,NA,157046
"Germany","DE","DEU",1972,NA,NA,NA,141396
"Germany","DE","DEU",1973,NA,NA,NA,121476
"Germany","DE","DEU",1974,NA,NA,NA,95670
"Germany","DE","DEU",1975,NA,NA,NA,63902
"Germany","DE","DEU",1976,NA,NA,NA,25585
"Germany","DE","DEU",1977,NA,NA,NA,-919
"Germany","DE","DEU",1978,NA,NA,NA,-15269
"Germany","DE","DEU",1979,NA,NA,NA,-18647
"Germany","DE","DEU",1980,NA,NA,NA,-9445
"Germany","DE","DEU",1981,NA,NA,NA,10722
"Germany","DE","DEU",1982,NA,NA,NA,42143
"Germany","DE","DEU",1983,NA,NA,NA,85198
"Germany","DE","DEU",1984,NA,NA,NA,142722
"Germany","DE","DEU",1985,NA,NA,NA,214794
"Germany","DE","DEU",1986,NA,NA,NA,304200
"Germany","DE","DEU",1987,NA,NA,NA,375035
"Germany","DE","DEU",1988,NA,NA,NA,427377
"Germany","DE","DEU",1989,NA,NA,NA,461795
"Germany","DE","DEU",1990,NA,NA,36699.4817033163,479954
"Germany","DE","DEU",1991,5.32,29.5,38294.1549425118,482849
"Germany","DE","DEU",1992,6.32,29,38734.9384083447,470043
"Germany","DE","DEU",1993,7.68,28.5,38105.2306021284,441211
"Germany","DE","DEU",1994,8.73,29.2,38881.5691219288,394809
"Germany","DE","DEU",1995,8.16,28.7,39366.0886366488,330244
"Germany","DE","DEU",1996,8.82,28,39568.6024740843,246097
"Germany","DE","DEU",1997,9.86,28.3,40218.8468799392,178604
"Germany","DE","DEU",1998,9.79,28.1,41022.6146311397,125369
"Germany","DE","DEU",1999,8.85,29,41769.8120329084,86982
"Germany","DE","DEU",2000,7.92,28.8,42928.1813366719,60905
"Germany","DE","DEU",2001,7.77,29.9,43576.6365260124,48500
"Germany","DE","DEU",2002,8.48,29.9,43417.3079988044,45985
"Germany","DE","DEU",2003,9.78,29.9,43089.4738197519,54381
"Germany","DE","DEU",2004,10.73,30.2,43605.2786723109,73107
"Germany","DE","DEU",2005,11.17,31.6,43949.2881791796,102694
"Germany","DE","DEU",2006,10.25,31,45678.0819192686,145046
"Germany","DE","DEU",2007,8.66,31.1,47100.6097046962,180746
"Germany","DE","DEU",2008,7.52,30.9,47643.2227372401,211709
"Germany","DE","DEU",2009,7.74,30.5,45044.4863870437,240968
"Germany","DE","DEU",2010,6.97,30.3,46999.2399709894,267047
"Germany","DE","DEU",2011,5.82,30.7,49757.9241566763,293051
"Germany","DE","DEU",2012,5.38,31.1,49872.4474888681,317082
"Germany","DE","DEU",2013,5.23,31.5,49954.173749339,342555
"Germany","DE","DEU",2014,4.98,30.9,50845.5269954271,369027
"Germany","DE","DEU",2015,4.62,31.4,51159.2974643888,397921
"Germany","DE","DEU",2016,4.12,31.4,51879.6725937905,432017
"Germany","DE","DEU",2017,3.75,31.9,53071.4555699913,430803
"Germany","DE","DEU",2018,3.38,31.8,53431.3928655449,392587
"Germany","DE","DEU",2019,3.14,31.7,53874.3166510099,360560
"Germany","DE","DEU",2020,3.86,NA,51840.3296919358,334055
"Germany","DE","DEU",2021,3.57,NA,53179.6544047515,312735
"Germany","DE","DEU",2022,2.989,NA,NA,154592
"Hungary","HU","HUN",1960,NA,NA,NA,-1446
"Hungary","HU","HUN",1961,NA,NA,NA,-821
"Hungary","HU","HUN",1962,NA,NA,NA,-2054
"Hungary","HU","HUN",1963,NA,NA,NA,-342
"Hungary","HU","HUN",1964,NA,NA,NA,-751
"Hungary","HU","HUN",1965,NA,NA,NA,-1057
"Hungary","HU","HUN",1966,NA,NA,NA,-645
"Hungary","HU","HUN",1967,NA,NA,NA,255
"Hungary","HU","HUN",1968,NA,NA,NA,-922
"Hungary","HU","HUN",1969,NA,NA,NA,164
"Hungary","HU","HUN",1970,NA,NA,NA,583
"Hungary","HU","HUN",1971,NA,NA,NA,1235
"Hungary","HU","HUN",1972,NA,NA,NA,818
"Hungary","HU","HUN",1973,NA,NA,NA,289
"Hungary","HU","HUN",1974,NA,NA,NA,474
"Hungary","HU","HUN",1975,NA,NA,NA,1861
"Hungary","HU","HUN",1976,NA,NA,NA,1225
"Hungary","HU","HUN",1977,NA,NA,NA,384
"Hungary","HU","HUN",1978,NA,NA,NA,1338
"Hungary","HU","HUN",1979,NA,NA,NA,4787
"Hungary","HU","HUN",1980,NA,NA,NA,-18988
